usage_id,user_id,session_date,device,genre,watch_minutes,completed_content
6619,222,2026-06-21,iOS,drama,3,True
6620,222,2026-04-25,SmartTV,reality,59,False
6621,222,2026-05-29,Web,reality,57,True
6622,222,2025-09-16,Web,drama,19,True
6623,222,2025-12-09,iOS,kids,10,True
6624,222,2025-11-05,SmartTV,comedy,76,True
6625,222,2025-11-07,iOS,anime,81,False
6626,222,2025-12-03,iOS,drama,42,False
6627,222,2026-01-12,Roku,reality,15,False
6628,222,2025-08-16,Web,drama,40,True
6629,222,2026-05-25,Android,documentary,13,False
6630,222,2026-03-24,iOS,reality,96,True
6631,222,2026-03-18,Roku,true_crime,51,True
6632,222,2026-06-19,SmartTV,true_crime,35,False
6633,223,2026-02-03,SmartTV,true_crime,67,False
6634,223,2026-02-05,Roku,comedy,38,False
6635,223,2025-12-06,SmartTV,kids,95,True
6636,223,2026-02-20,Roku,sci_fi,6,False
6637,223,2025-08-24,Web,comedy,36,False
6638,223,2026-02-19,Android,true_crime,1,True
6639,223,2025-09-15,Roku,anime,58,True
6640,223,2026-04-08,SmartTV,sci_fi,12,True
6641,223,2026-01-21,SmartTV,drama,58,True
6642,223,2026-06-01,Roku,comedy,51,True
6643,223,2026-05-31,Android,documentary,26,True
6644,223,2026-05-31,Roku,sci_fi,53,False
6645,223,2026-03-15,Android,anime,57,True
6646,223,2025-07-19,SmartTV,sci_fi,1,False
6647,223,2026-03-29,Roku,reality,24,True
6648,223,2026-02-09,SmartTV,drama,62,True
6649,223,2026-05-12,Roku,comedy,3,True
6650,223,2026-04-01,Roku,sci_fi,49,False
6651,223,2025-06-27,Android,true_crime,48,False
6652,223,2025-07-15,Web,reality,41,False
6653,223,2026-03-04,Roku,documentary,37,False
6654,223,2025-07-23,Android,documentary,55,True
6655,223,2026-03-13,Web,true_crime,71,True
6656,223,2025-12-20,SmartTV,reality,56,True
6657,223,2025-11-01,iOS,documentary,48,True
6658,223,2026-03-13,Roku,documentary,40,True
6659,223,2026-01-02,Roku,documentary,26,False
6660,223,2026-02-19,iOS,documentary,98,True
6661,223,2026-01-06,Roku,reality,29,True
6662,223,2026-02-24,iOS,true_crime,65,True
6663,223,2026-02-19,iOS,reality,78,True
6664,223,2026-03-24,SmartTV,drama,43,True
6665,223,2026-06-10,Android,anime,28,True
6666,223,2025-08-18,Roku,anime,57,True
6667,223,2026-06-22,Android,sci_fi,43,True
6668,223,2025-11-14,SmartTV,kids,72,False
6669,223,2026-05-11,Roku,documentary,5,False
6670,223,2025-08-11,Roku,documentary,30,False
6671,223,2026-05-06,Android,kids,55,False
6672,223,2026-06-08,SmartTV,reality,77,False
6673,223,2025-12-08,iOS,reality,40,True
6674,223,2026-03-23,Web,comedy,49,True
6675,223,2025-07-11,iOS,drama,32,False
6676,223,2026-06-12,SmartTV,reality,70,False
6677,223,2025-12-26,SmartTV,sci_fi,107,False
6678,223,2025-10-01,iOS,true_crime,1,False
6679,223,2025-07-06,Android,drama,21,False
6680,223,2026-01-30,Roku,true_crime,39,True
6681,223,2025-09-05,iOS,drama,3,False
6682,223,2026-05-11,Roku,sci_fi,66,True
6683,224,2026-01-25,iOS,comedy,68,True
6684,224,2026-02-01,Roku,drama,62,True
6685,224,2026-05-11,SmartTV,drama,61,True
6686,224,2026-03-02,Roku,sci_fi,56,False
6687,224,2026-05-12,Web,kids,48,False
6688,224,2026-04-11,iOS,sci_fi,42,False
6689,224,2026-06-05,Web,documentary,53,True
6690,224,2026-03-16,Android,documentary,39,True
6691,224,2026-06-26,Android,anime,59,False
6692,224,2026-03-02,iOS,documentary,31,False
6693,224,2026-02-27,Android,true_crime,67,False
6694,224,2026-03-05,iOS,true_crime,72,True
6695,224,2026-05-14,Web,sci_fi,44,False
6696,224,2026-03-16,SmartTV,true_crime,39,True
6697,224,2026-06-20,SmartTV,drama,90,False
6698,224,2026-05-31,SmartTV,reality,79,True
6699,224,2026-03-28,Web,true_crime,63,False
6700,224,2026-04-08,Roku,anime,111,True
6701,224,2026-01-18,iOS,true_crime,29,True
6702,224,2026-04-20,Android,reality,12,True
6703,224,2026-04-01,Android,true_crime,22,False
6704,224,2026-04-13,iOS,reality,57,True
6705,224,2026-06-27,Web,kids,1,False
6706,224,2026-05-04,Android,reality,22,False
6707,224,2026-02-21,Android,anime,61,False
6708,224,2026-02-10,iOS,documentary,30,True
6709,224,2026-03-09,Roku,documentary,72,False
6710,224,2026-05-03,Roku,sci_fi,31,True
6711,224,2026-02-25,Roku,sci_fi,43,True
6712,224,2026-01-25,Android,true_crime,49,False
6713,224,2026-03-16,SmartTV,kids,1,True
6714,224,2026-05-31,Web,reality,20,True
6715,224,2026-04-09,iOS,sci_fi,115,True
6716,224,2026-01-17,Android,documentary,32,False
6717,224,2026-03-23,Android,anime,53,False
6718,224,2026-03-04,iOS,true_crime,61,False
6719,224,2026-03-07,Web,documentary,77,False
6720,224,2026-04-14,Android,drama,16,False
6721,224,2026-06-09,Roku,sci_fi,28,False
6722,224,2026-01-14,iOS,sci_fi,8,True
6723,224,2026-01-20,Web,reality,54,True
6724,224,2026-01-30,SmartTV,drama,29,True
6725,224,2026-02-18,Web,true_crime,66,True
6726,224,2026-03-21,Android,sci_fi,1,False
6727,224,2026-01-10,SmartTV,documentary,48,False
6728,224,2026-04-23,iOS,drama,72,False
6729,224,2026-05-14,Android,kids,51,True
6730,224,2026-06-25,Roku,sci_fi,1,False
6731,224,2026-05-12,Roku,comedy,32,True
6732,224,2026-01-10,SmartTV,kids,41,False
6733,224,2026-06-14,iOS,anime,68,True
6734,224,2026-03-10,Roku,sci_fi,54,False
6735,224,2026-03-28,Android,sci_fi,73,True
6736,224,2026-06-07,Android,anime,39,True
6737,224,2026-05-26,Roku,kids,1,True
6738,224,2026-03-06,iOS,documentary,34,False
6739,225,2025-05-17,iOS,anime,90,False
6740,225,2025-07-26,Roku,kids,66,False
6741,225,2025-06-19,Roku,sci_fi,17,False
6742,225,2024-12-17,iOS,sci_fi,32,True
6743,225,2025-06-18,Roku,anime,39,True
6744,225,2025-01-31,Roku,anime,7,True
6745,225,2024-08-17,SmartTV,comedy,3,True
6746,225,2025-07-11,SmartTV,documentary,23,True
6747,225,2025-03-29,Web,kids,54,True
6748,225,2025-06-16,SmartTV,documentary,1,False
6749,225,2025-01-28,SmartTV,documentary,13,True
6750,225,2025-04-07,Roku,documentary,1,True
6751,225,2025-06-05,Web,reality,1,True
6752,225,2025-01-23,Android,reality,5,True
6753,225,2025-11-02,iOS,reality,78,False
6754,225,2025-10-22,iOS,comedy,32,False
6755,225,2025-07-07,iOS,drama,65,False
6756,225,2025-09-09,iOS,drama,74,True
6757,225,2025-04-08,Android,documentary,93,False
6758,225,2025-11-10,Roku,drama,61,True
6759,225,2024-09-17,Roku,anime,8,True
6760,225,2025-05-10,iOS,comedy,39,True
6761,225,2024-12-03,iOS,reality,1,False
6762,225,2024-08-31,Roku,documentary,1,False
6763,225,2024-10-08,Roku,kids,33,False
6764,225,2024-08-27,SmartTV,reality,1,True
6765,225,2024-11-01,SmartTV,sci_fi,58,True
6766,225,2025-09-16,Web,anime,2,False
6767,225,2025-07-19,Roku,kids,12,True
6768,225,2025-09-06,iOS,sci_fi,55,False
6769,225,2025-03-25,SmartTV,drama,74,False
6770,225,2024-12-28,SmartTV,sci_fi,22,True
6771,225,2025-09-06,SmartTV,true_crime,31,True
6772,225,2025-07-08,iOS,true_crime,1,True
6773,225,2025-05-19,Web,drama,42,True
6774,225,2025-07-14,iOS,documentary,23,False
6775,225,2024-11-13,Roku,kids,3,False
6776,225,2025-07-31,Web,comedy,49,False
6777,225,2024-11-01,iOS,documentary,7,True
6778,225,2024-08-21,iOS,anime,101,True
6779,225,2025-06-03,Web,kids,79,False
6780,225,2024-10-06,Android,anime,91,True
6781,225,2024-11-06,SmartTV,documentary,79,False
6782,225,2025-05-31,iOS,true_crime,58,True
6783,225,2024-08-23,Roku,documentary,3,False
6784,225,2024-12-17,Roku,anime,17,True
6785,225,2025-02-15,Android,sci_fi,84,True
6786,225,2024-06-19,SmartTV,comedy,1,True
6787,225,2025-10-11,Roku,comedy,39,True
6788,226,2026-04-21,Android,documentary,66,True
6789,226,2025-12-24,SmartTV,documentary,26,False
6790,226,2026-05-18,iOS,sci_fi,133,True
6791,226,2026-02-09,SmartTV,drama,31,False
6792,226,2025-12-02,SmartTV,comedy,102,True
6793,226,2026-06-11,iOS,documentary,10,True
6794,226,2025-11-17,Roku,anime,30,True
6795,226,2025-12-02,Roku,sci_fi,51,True
6796,226,2026-03-22,Android,kids,56,False
6797,226,2026-02-18,Roku,reality,29,True
6798,226,2026-04-29,Web,drama,61,True
6799,226,2026-01-30,SmartTV,documentary,42,True
6800,226,2026-01-06,SmartTV,anime,43,False
6801,226,2026-04-01,SmartTV,comedy,57,False
6802,226,2025-11-26,SmartTV,true_crime,10,True
6803,226,2026-01-20,iOS,comedy,66,False
6804,226,2026-05-03,iOS,reality,41,False
6805,226,2026-01-21,Roku,true_crime,22,False
6806,226,2026-04-04,Roku,drama,102,True
6807,226,2026-04-06,Android,drama,34,False
6808,226,2026-01-05,Roku,comedy,36,True
6809,226,2026-03-20,SmartTV,reality,41,True
6810,226,2026-05-27,Web,anime,27,False
6811,226,2026-04-09,Web,sci_fi,47,True
6812,226,2026-06-12,iOS,anime,1,False
6813,226,2026-02-15,iOS,kids,43,True
6814,226,2026-03-31,Android,kids,15,False
6815,226,2026-01-18,Web,comedy,59,True
6816,226,2026-01-15,Web,comedy,12,True
6817,226,2026-05-23,Web,documentary,96,False
6818,226,2026-05-26,Web,documentary,20,True
6819,226,2026-03-05,SmartTV,comedy,46,True
6820,226,2026-04-16,Roku,drama,96,True
6821,226,2026-05-21,iOS,drama,32,True
6822,226,2025-12-05,Web,kids,42,True
6823,226,2026-05-28,Web,reality,47,True
6824,226,2025-12-07,Roku,drama,47,True
6825,226,2026-05-28,Android,comedy,66,True
6826,226,2025-12-24,iOS,comedy,44,True
6827,226,2026-04-12,SmartTV,kids,32,False
6828,226,2026-04-04,Roku,anime,36,True
6829,226,2025-12-28,SmartTV,anime,2,False
6830,226,2026-04-11,SmartTV,comedy,39,True
6831,226,2026-02-25,Android,documentary,48,False
6832,226,2026-01-01,Android,documentary,66,True
6833,226,2026-01-02,Android,sci_fi,26,False
6834,226,2026-02-02,Android,kids,86,True
6835,226,2025-11-25,Roku,sci_fi,70,True
6836,226,2026-02-21,SmartTV,kids,11,False
6837,226,2026-06-08,SmartTV,sci_fi,10,True
6838,226,2026-06-14,Roku,anime,45,False
6839,226,2026-03-16,iOS,reality,32,False
6840,226,2026-01-01,Roku,kids,35,True
6841,227,2026-03-11,Roku,true_crime,29,True
6842,227,2026-05-01,SmartTV,comedy,65,True
6843,227,2026-06-25,Android,comedy,48,False
6844,227,2025-11-08,iOS,anime,43,True
6845,227,2026-03-20,Android,comedy,73,True
6846,227,2025-06-11,Web,true_crime,45,True
6847,227,2025-09-13,Roku,anime,34,False
6848,227,2025-11-24,SmartTV,comedy,20,True
6849,227,2025-07-10,SmartTV,reality,68,True
6850,227,2026-03-02,Android,kids,36,True
6851,227,2026-03-27,SmartTV,kids,121,False
6852,227,2026-06-29,Web,documentary,30,True
6853,227,2026-06-14,SmartTV,drama,47,True
6854,227,2026-06-09,Web,drama,4,True
6855,227,2026-05-22,Roku,kids,107,False
6856,227,2026-03-22,Roku,comedy,74,False
6857,227,2026-02-23,Web,kids,46,True
6858,227,2025-11-14,Web,documentary,64,True
6859,227,2025-12-07,Roku,reality,108,False
6860,227,2025-11-25,Roku,true_crime,77,False
6861,227,2026-06-15,iOS,reality,31,True
6862,227,2025-12-21,Web,documentary,44,True
6863,227,2025-06-29,Roku,drama,38,True
6864,227,2025-09-10,Web,sci_fi,24,True
6865,227,2025-11-10,Web,documentary,48,True
6866,227,2026-06-29,iOS,documentary,32,False
6867,227,2026-04-18,Web,sci_fi,6,True
6868,227,2025-09-29,SmartTV,anime,43,True
6869,227,2025-12-29,Android,reality,17,True
6870,227,2025-12-17,Roku,comedy,37,True
6871,227,2026-05-20,Roku,kids,59,False
6872,227,2025-11-18,Roku,comedy,23,True
6873,227,2025-08-29,SmartTV,true_crime,22,True
6874,227,2025-12-24,iOS,comedy,49,True
6875,227,2026-05-07,Android,sci_fi,11,True
6876,227,2026-03-12,iOS,anime,51,True
6877,228,2026-03-31,Roku,comedy,61,True
6878,228,2026-01-25,iOS,drama,22,True
6879,228,2025-12-26,SmartTV,documentary,68,True
6880,228,2026-03-12,iOS,true_crime,1,True
6881,228,2025-12-24,Android,kids,76,True
6882,228,2026-06-22,Android,true_crime,36,False
6883,228,2026-01-17,Web,sci_fi,49,True
6884,228,2026-02-14,SmartTV,drama,32,False
6885,228,2026-05-17,Roku,reality,48,True
6886,228,2026-02-03,iOS,documentary,55,False
6887,228,2026-05-11,Web,anime,54,True
6888,228,2025-12-11,Android,documentary,22,False
6889,228,2025-12-26,iOS,kids,52,True
6890,228,2026-02-03,iOS,comedy,16,True
6891,228,2026-04-18,iOS,anime,35,True
6892,228,2026-05-12,iOS,reality,7,True
6893,228,2026-02-04,SmartTV,kids,74,False
6894,228,2026-03-13,Roku,drama,60,False
6895,228,2025-12-29,Android,reality,75,False
6896,228,2026-05-12,Web,sci_fi,1,True
6897,228,2026-05-19,Web,sci_fi,76,False
6898,228,2026-02-04,SmartTV,true_crime,48,True
6899,228,2026-06-04,iOS,documentary,45,False
6900,228,2026-02-06,Roku,documentary,56,True
6901,228,2026-06-10,SmartTV,drama,4,True
6902,228,2025-12-23,Web,anime,41,True
6903,228,2026-02-24,SmartTV,drama,56,True
6904,228,2025-11-22,Web,sci_fi,40,True
6905,228,2026-01-10,Android,sci_fi,41,False
6906,228,2026-01-15,Android,comedy,53,False
6907,228,2025-12-10,Web,drama,29,True
6908,229,2025-06-16,SmartTV,kids,65,True
6909,229,2025-09-05,Roku,true_crime,18,True
6910,229,2025-03-09,Android,drama,53,False
6911,230,2024-11-08,Roku,anime,65,True
6912,230,2024-10-14,iOS,true_crime,46,True
6913,230,2025-08-24,Web,documentary,22,False
6914,230,2024-12-16,SmartTV,reality,95,True
6915,230,2024-06-04,Roku,reality,31,True
6916,230,2025-03-25,Android,kids,40,False
6917,230,2025-03-24,Roku,reality,48,False
6918,230,2025-03-02,SmartTV,anime,106,False
6919,230,2025-09-24,Web,kids,51,True
6920,230,2024-07-14,Web,kids,45,True
6921,230,2025-01-19,Roku,comedy,58,True
6922,230,2025-05-02,Web,anime,41,True
6923,230,2024-05-17,iOS,reality,19,True
6924,230,2025-09-22,Android,documentary,96,True
6925,230,2025-09-27,iOS,comedy,20,False
6926,230,2025-07-30,iOS,sci_fi,65,True
6927,230,2024-05-14,Android,drama,12,False
6928,230,2024-08-27,Web,reality,64,False
6929,230,2025-08-17,SmartTV,true_crime,78,True
6930,230,2024-10-10,Web,anime,124,True
6931,230,2025-04-30,Web,sci_fi,1,True
6932,230,2025-10-08,iOS,kids,71,False
6933,230,2025-01-03,Web,comedy,12,False
6934,230,2024-09-15,Roku,drama,37,True
6935,230,2025-02-28,Android,sci_fi,54,False
6936,230,2025-06-29,iOS,comedy,59,True
6937,230,2024-11-09,Roku,comedy,52,False
6938,230,2024-09-15,iOS,anime,59,False
6939,230,2025-09-13,Android,anime,54,True
6940,230,2025-09-09,Roku,anime,83,True
6941,230,2024-05-13,iOS,anime,91,True
6942,230,2024-12-01,Android,comedy,52,True
6943,230,2024-11-17,Web,sci_fi,40,True
6944,230,2024-06-24,Android,comedy,1,True
6945,230,2025-06-28,Android,true_crime,65,True
6946,230,2025-07-13,Roku,documentary,21,True
6947,230,2024-05-28,Roku,drama,29,True
6948,230,2024-12-08,SmartTV,anime,1,True
6949,230,2024-12-04,SmartTV,kids,73,True
6950,230,2025-04-07,Roku,true_crime,46,False
6951,230,2024-10-09,Roku,comedy,14,True
6952,230,2024-05-09,iOS,comedy,20,True
6953,230,2024-05-31,Android,sci_fi,4,True
6954,230,2024-08-28,Roku,kids,24,True
6955,230,2025-10-15,SmartTV,reality,81,True
6956,230,2024-07-23,SmartTV,anime,34,False
6957,230,2025-01-21,Web,sci_fi,89,True
6958,230,2025-09-06,Roku,documentary,81,True
6959,230,2024-07-17,iOS,drama,67,False
6960,231,2026-05-27,Web,anime,74,False
6961,231,2026-03-13,SmartTV,anime,68,True
6962,231,2026-04-14,Web,comedy,33,True
6963,231,2025-12-31,Android,sci_fi,1,True
6964,231,2026-06-25,Web,reality,65,True
6965,231,2026-03-02,iOS,true_crime,62,True
6966,231,2026-02-04,Web,comedy,52,True
6967,231,2026-05-20,Android,reality,7,False
6968,231,2026-02-09,iOS,drama,56,True
6969,231,2026-01-21,iOS,documentary,53,False
6970,231,2026-01-30,SmartTV,comedy,89,True
6971,232,2026-06-25,Roku,sci_fi,37,False
6972,232,2026-06-06,Android,comedy,55,True
6973,232,2026-06-17,Android,documentary,116,False
6974,232,2026-06-12,iOS,true_crime,34,True
6975,232,2026-06-29,Roku,comedy,2,True
6976,232,2026-06-18,Web,true_crime,3,False
6977,232,2026-06-06,Web,comedy,56,True
6978,232,2026-06-07,SmartTV,kids,1,True
6979,232,2026-06-16,Roku,anime,31,False
6980,232,2026-06-25,Roku,kids,98,True
6981,232,2026-06-05,Web,reality,87,False
6982,232,2026-06-05,Web,documentary,63,False
6983,232,2026-06-03,iOS,reality,84,True
6984,232,2026-06-05,iOS,comedy,58,False
6985,232,2026-06-04,SmartTV,sci_fi,50,True
6986,232,2026-06-10,iOS,kids,46,True
6987,233,2026-04-06,Android,sci_fi,69,False
6988,233,2025-09-10,iOS,reality,70,False
6989,233,2025-10-15,iOS,drama,62,False
6990,233,2026-04-01,iOS,reality,64,False
6991,233,2026-04-23,Web,comedy,1,False
6992,233,2026-02-24,SmartTV,anime,48,True
6993,233,2026-05-21,Web,anime,21,False
6994,233,2026-01-06,iOS,anime,38,False
6995,233,2026-04-29,Android,reality,1,True
6996,233,2026-01-09,iOS,documentary,78,True
6997,233,2025-11-11,SmartTV,true_crime,69,False
6998,233,2026-02-04,Android,kids,25,False
6999,233,2025-09-29,Android,comedy,90,True
7000,233,2026-02-23,iOS,reality,1,True
7001,233,2025-08-25,Roku,kids,50,True
7002,233,2026-06-11,SmartTV,comedy,70,True
7003,233,2026-02-17,Roku,documentary,79,True
7004,233,2025-12-11,Android,anime,38,True
7005,233,2026-02-13,SmartTV,drama,69,False
7006,233,2026-01-28,Web,comedy,101,False
7007,233,2026-03-01,Android,kids,1,True
7008,233,2026-03-06,Roku,documentary,56,True
7009,233,2026-06-30,Roku,sci_fi,82,True
7010,233,2026-03-11,Web,anime,47,True
7011,233,2025-11-07,Android,sci_fi,48,True
7012,233,2025-11-19,Android,drama,16,True
7013,233,2025-09-29,Android,reality,74,True
7014,233,2026-02-04,Roku,sci_fi,11,False
7015,233,2026-05-15,Android,kids,68,True
7016,233,2026-01-23,Web,kids,86,True
7017,233,2025-12-11,Roku,anime,54,True
7018,233,2026-03-31,Roku,comedy,88,True
7019,233,2026-06-21,Web,reality,60,True
7020,233,2026-06-20,iOS,anime,23,True
7021,233,2026-01-24,Android,anime,47,False
7022,233,2026-01-24,Web,reality,42,True
7023,233,2026-06-12,Web,sci_fi,50,True
7024,233,2026-03-22,Web,true_crime,66,True
7025,233,2025-12-29,Roku,anime,27,False
7026,233,2026-04-06,SmartTV,sci_fi,29,True
7027,233,2025-08-25,SmartTV,comedy,69,True
7028,233,2025-08-25,SmartTV,anime,19,True
7029,233,2026-04-24,Android,reality,1,True
7030,233,2026-05-08,SmartTV,kids,25,True
7031,233,2026-02-14,Android,drama,70,False
7032,233,2025-09-28,Roku,drama,29,True
7033,234,2026-02-05,Roku,kids,26,True
7034,234,2026-02-27,Android,comedy,31,False
7035,234,2026-02-08,SmartTV,true_crime,22,True
7036,234,2025-12-02,SmartTV,anime,33,True
7037,234,2025-09-21,SmartTV,drama,56,False
7038,234,2026-01-03,iOS,kids,37,False
7039,234,2026-05-28,Roku,true_crime,1,True
7040,234,2025-12-23,Roku,reality,54,False
7041,234,2026-06-03,Android,reality,78,True
7042,234,2025-05-23,SmartTV,drama,18,True
7043,234,2026-02-20,Roku,documentary,61,True
7044,234,2025-04-22,Web,anime,81,True
7045,234,2026-04-03,Android,drama,36,True
7046,234,2025-08-05,SmartTV,drama,50,True
7047,234,2025-10-25,SmartTV,reality,22,True
7048,234,2026-03-13,Web,anime,50,False
7049,234,2025-12-19,Roku,true_crime,34,True
7050,234,2025-11-17,SmartTV,kids,70,True
7051,234,2025-11-24,iOS,sci_fi,63,True
7052,234,2025-09-05,Android,comedy,45,False
7053,234,2025-10-30,Roku,reality,29,True
7054,234,2026-01-27,SmartTV,anime,6,True
7055,234,2025-06-08,Android,true_crime,31,True
7056,234,2026-06-04,SmartTV,drama,86,True
7057,234,2025-08-11,SmartTV,kids,12,True
7058,234,2025-06-14,iOS,reality,70,False
7059,234,2025-04-12,Roku,true_crime,23,True
7060,234,2025-10-23,SmartTV,comedy,24,True
7061,234,2025-06-09,iOS,sci_fi,8,True
7062,234,2026-03-24,Web,comedy,44,True
7063,234,2025-08-03,Web,true_crime,39,True
7064,234,2025-09-27,iOS,reality,59,False
7065,234,2025-12-24,Roku,kids,73,True
7066,234,2025-05-17,SmartTV,drama,67,False
7067,234,2025-12-25,SmartTV,drama,12,True
7068,234,2025-10-24,Roku,anime,18,True
7069,234,2026-03-14,SmartTV,comedy,3,False
7070,234,2025-10-08,Android,documentary,112,True
7071,234,2025-08-16,SmartTV,kids,64,False
7072,234,2025-12-17,Roku,comedy,61,True
7073,234,2025-05-24,iOS,sci_fi,60,True
7074,234,2025-05-11,iOS,kids,62,False
7075,234,2026-05-11,Web,true_crime,88,False
7076,234,2025-05-02,SmartTV,sci_fi,19,True
7077,234,2026-02-11,Web,true_crime,61,True
7078,234,2025-04-10,iOS,comedy,26,True
7079,234,2025-11-15,SmartTV,drama,33,False
7080,234,2025-09-17,Web,drama,1,True
7081,234,2026-04-07,Web,sci_fi,51,True
7082,235,2026-03-12,Android,sci_fi,39,False
7083,235,2026-01-06,iOS,reality,55,True
7084,235,2026-03-24,Roku,reality,63,False
7085,235,2026-06-14,Web,anime,75,True
7086,235,2025-12-30,Web,documentary,58,False
7087,235,2026-02-08,Android,comedy,9,True
7088,235,2025-12-19,Android,documentary,98,True
7089,235,2026-06-26,Roku,sci_fi,34,False
7090,235,2026-01-10,iOS,kids,73,True
7091,235,2025-12-25,Web,sci_fi,24,False
7092,235,2026-05-10,Roku,drama,49,True
7093,235,2026-04-16,Roku,reality,54,False
7094,235,2026-04-07,Android,true_crime,35,True
7095,235,2026-02-02,Roku,kids,29,False
7096,235,2026-01-23,Android,drama,92,True
7097,235,2026-02-26,iOS,comedy,63,False
7098,235,2026-02-12,Roku,comedy,62,True
7099,235,2026-04-23,iOS,true_crime,41,True
7100,235,2026-01-26,Roku,documentary,23,True
7101,235,2026-02-27,SmartTV,comedy,43,True
7102,235,2026-02-16,SmartTV,reality,4,True
7103,235,2026-04-29,iOS,drama,78,True
7104,235,2025-12-08,SmartTV,anime,1,False
7105,235,2026-06-14,SmartTV,reality,131,True
7106,235,2026-01-05,Roku,drama,58,True
7107,235,2025-12-16,Roku,comedy,47,True
7108,235,2026-05-22,Android,comedy,111,False
7109,235,2026-05-03,Web,anime,59,True
7110,235,2026-02-25,iOS,reality,70,False
7111,235,2026-06-12,iOS,kids,57,False
7112,235,2026-06-15,SmartTV,comedy,43,True
7113,235,2026-02-03,Android,true_crime,49,False
7114,235,2026-02-12,Android,documentary,71,False
7115,235,2026-04-19,Web,reality,54,True
7116,235,2026-06-08,Android,reality,59,True
7117,235,2026-02-15,Android,comedy,76,True
7118,236,2026-06-22,SmartTV,sci_fi,69,False
7119,236,2026-06-06,Android,anime,79,False
7120,236,2025-06-14,Web,drama,46,True
7121,236,2026-02-02,Web,drama,30,True
7122,236,2025-07-02,SmartTV,sci_fi,20,True
7123,236,2026-06-13,SmartTV,kids,10,False
7124,236,2025-05-06,iOS,documentary,46,True
7125,236,2025-08-30,Web,comedy,42,True
7126,236,2025-05-25,iOS,comedy,13,False
7127,236,2025-08-22,Android,anime,113,False
7128,236,2025-06-15,Roku,documentary,45,True
7129,236,2026-01-25,SmartTV,anime,49,False
7130,236,2025-08-23,SmartTV,true_crime,70,True
7131,236,2026-03-28,Web,drama,75,False
7132,236,2025-07-11,Web,drama,53,False
7133,236,2026-06-22,SmartTV,kids,58,True
7134,236,2025-10-09,SmartTV,documentary,23,False
7135,236,2025-03-11,Android,anime,81,True
7136,236,2026-01-16,Roku,anime,41,False
7137,236,2025-08-03,SmartTV,anime,46,False
7138,236,2026-04-08,Roku,documentary,1,False
7139,236,2025-02-25,Web,anime,26,True
7140,236,2025-03-12,iOS,drama,1,False
7141,236,2025-08-02,SmartTV,sci_fi,1,True
7142,236,2025-06-09,Web,reality,32,True
7143,236,2025-04-24,SmartTV,reality,52,False
7144,236,2025-11-09,Android,reality,32,True
7145,236,2025-12-10,Web,kids,83,False
7146,236,2026-06-25,Web,sci_fi,35,True
7147,236,2026-04-03,SmartTV,drama,40,True
7148,236,2025-10-07,Web,comedy,19,True
7149,236,2025-07-28,iOS,kids,49,True
7150,236,2025-10-08,iOS,documentary,49,True
7151,236,2025-08-24,Roku,anime,49,True
7152,236,2025-03-05,Android,drama,89,False
7153,236,2025-06-09,iOS,sci_fi,67,False
7154,236,2026-03-18,SmartTV,comedy,16,True
7155,236,2026-02-20,Android,kids,57,False
7156,236,2025-12-17,Web,kids,2,True
7157,236,2025-05-07,Android,reality,62,False
7158,236,2025-04-02,Web,anime,38,True
7159,236,2025-12-31,Android,drama,1,False
7160,236,2025-12-26,iOS,documentary,35,True
7161,236,2025-06-01,iOS,reality,3,True
7162,236,2025-11-06,Web,reality,30,False
7163,236,2025-10-20,Android,drama,19,True
7164,236,2026-06-09,Roku,anime,55,True
7165,236,2025-10-18,Android,true_crime,71,False
7166,236,2026-02-20,Roku,documentary,59,True
7167,236,2026-03-04,Android,sci_fi,80,True
7168,236,2026-05-26,iOS,reality,53,True
7169,236,2026-01-08,iOS,comedy,51,False
7170,236,2026-03-07,SmartTV,reality,23,False
7171,236,2026-03-12,iOS,documentary,73,True
7172,236,2025-09-08,Web,documentary,40,True
7173,236,2025-07-19,Android,reality,22,True
7174,236,2026-01-15,iOS,kids,70,True
7175,238,2026-06-14,Web,true_crime,59,True
7176,238,2026-04-17,Roku,kids,32,True
7177,238,2026-05-01,Web,reality,107,True
7178,238,2026-05-26,Web,documentary,49,True
7179,238,2026-03-27,Android,reality,67,True
7180,238,2026-03-12,iOS,drama,13,True
7181,238,2026-06-16,iOS,true_crime,90,False
7182,238,2026-03-05,Android,documentary,25,True
7183,238,2026-05-29,Android,true_crime,45,False
7184,238,2026-06-05,Web,true_crime,92,False
7185,238,2026-06-03,SmartTV,sci_fi,2,False
7186,238,2026-06-25,Android,comedy,76,False
7187,238,2026-04-03,SmartTV,documentary,58,True
7188,238,2026-04-04,SmartTV,documentary,67,True
7189,238,2026-05-12,iOS,reality,51,False
7190,238,2026-06-15,Roku,true_crime,76,True
7191,238,2026-03-15,iOS,sci_fi,37,True
7192,238,2026-06-23,Roku,comedy,55,True
7193,238,2026-06-19,Roku,kids,63,False
7194,238,2026-03-14,Android,documentary,101,True
7195,238,2026-05-22,Android,anime,4,True
7196,238,2026-04-10,Roku,kids,29,True
7197,238,2026-03-16,Roku,drama,62,True
7198,238,2026-06-17,Web,reality,39,True
7199,238,2026-05-25,Roku,true_crime,13,False
7200,238,2026-05-30,Web,reality,55,False
7201,238,2026-05-28,Android,reality,29,True
7202,238,2026-05-12,Roku,reality,7,True
7203,238,2026-03-18,Roku,true_crime,37,False
