event_id,user_id,event_date,event_type,plan,mrr_impact,cancel_reason
557,244,2025-04-14,subscription_start,Premium,21.99,
558,245,2026-05-25,trial_start,,0.0,
559,245,2026-06-01,subscription_start,Premium,21.99,
560,246,2026-03-21,trial_start,,0.0,
561,246,2026-03-28,trial_churn,,0.0,
562,247,2025-05-02,subscription_start,Basic,9.99,
563,247,2025-07-01,upgrade,Premium,21.99,
564,247,2026-04-27,cancellation,Premium,-21.99,content_dissatisfaction
565,248,2026-05-07,trial_start,,0.0,
566,248,2026-05-14,trial_churn,,0.0,
567,249,2025-12-25,trial_start,,0.0,
568,249,2026-01-01,subscription_start,Standard,15.99,
569,250,2025-01-16,trial_start,,0.0,
570,250,2025-01-23,trial_churn,,0.0,
571,251,2025-10-08,subscription_start,Basic,9.99,
572,252,2024-10-17,subscription_start,Standard,15.99,
573,252,2025-05-15,upgrade,Premium,21.99,
574,253,2024-12-07,trial_start,,0.0,
575,253,2024-12-14,subscription_start,Standard,15.99,
576,253,2025-10-10,cancellation,Standard,-15.99,not_using
577,253,2026-04-27,reactivation,Premium,21.99,
578,254,2025-11-02,trial_start,,0.0,
579,254,2025-11-09,trial_churn,,0.0,
580,255,2025-01-20,trial_start,,0.0,
581,255,2025-01-27,subscription_start,Standard,15.99,
582,255,2025-04-27,cancellation,Standard,-15.99,price
583,256,2025-11-17,trial_start,,0.0,
584,256,2025-11-24,subscription_start,Standard,15.99,
585,257,2024-08-07,subscription_start,Family,27.99,
586,257,2025-08-02,downgrade,Premium,21.99,
587,257,2025-08-02,cancellation,Premium,-21.99,not_using
588,257,2025-10-18,reactivation,Standard,15.99,
589,257,2026-06-15,cancellation,Standard,-15.99,found_alternative
590,258,2024-06-07,subscription_start,Basic,9.99,
591,258,2024-12-04,cancellation,Basic,-9.99,technical_issues
592,259,2026-05-05,trial_start,,0.0,
593,259,2026-05-12,subscription_start,Family,27.99,
594,260,2025-01-20,subscription_start,Basic,9.99,
595,260,2026-01-15,upgrade,Standard,15.99,
596,261,2024-06-18,subscription_start,Premium,21.99,
597,261,2024-07-18,upgrade,Family,27.99,
598,261,2024-08-17,cancellation,Family,-27.99,not_using
599,261,2024-09-08,reactivation,Basic,9.99,
600,261,2024-11-07,cancellation,Basic,-9.99,not_using
601,262,2025-09-17,trial_start,,0.0,
602,262,2025-09-24,trial_churn,,0.0,
603,263,2024-11-12,subscription_start,Standard,15.99,
604,263,2025-09-08,cancellation,Standard,-15.99,technical_issues
605,264,2025-04-17,subscription_start,Basic,9.99,
606,264,2025-06-16,cancellation,Basic,-9.99,technical_issues
607,264,2025-07-22,reactivation,Basic,9.99,
608,265,2026-04-16,trial_start,,0.0,
609,265,2026-04-23,subscription_start,Basic,9.99,
610,266,2025-05-07,subscription_start,Basic,9.99,
611,266,2025-12-03,upgrade,Family,27.99,
612,266,2026-03-03,downgrade,Premium,21.99,
613,267,2024-10-18,trial_start,,0.0,
614,267,2024-10-25,trial_churn,,0.0,
615,268,2025-03-23,subscription_start,Standard,15.99,
616,269,2024-01-28,trial_start,,0.0,
617,269,2024-02-04,subscription_start,Premium,21.99,
618,269,2025-09-26,downgrade,Standard,15.99,
619,269,2026-06-23,cancellation,Standard,-15.99,moved_competitor
620,270,2024-03-24,subscription_start,Premium,21.99,
621,270,2024-07-22,downgrade,Basic,9.99,
622,271,2025-10-27,subscription_start,Premium,21.99,
623,272,2025-04-28,trial_start,,0.0,
624,272,2025-05-05,trial_churn,,0.0,
625,273,2024-03-22,subscription_start,Basic,9.99,
626,273,2024-12-17,upgrade,Premium,21.99,
627,273,2024-12-17,cancellation,Premium,-21.99,technical_issues
628,273,2025-04-21,reactivation,Premium,21.99,
629,274,2025-09-15,trial_start,,0.0,
630,274,2025-09-22,subscription_start,Premium,21.99,
631,275,2024-02-18,trial_start,,0.0,
632,275,2024-02-25,subscription_start,Standard,15.99,
633,275,2024-12-21,cancellation,Standard,-15.99,found_alternative
634,276,2026-05-06,trial_start,,0.0,
635,276,2026-05-13,subscription_start,Standard,15.99,
636,277,2026-01-05,trial_start,,0.0,
637,277,2026-01-12,subscription_start,Standard,15.99,
638,277,2026-02-11,downgrade,Basic,9.99,
639,277,2026-02-11,cancellation,Basic,-9.99,found_alternative
640,278,2025-03-02,trial_start,,0.0,
641,278,2025-03-09,subscription_start,Standard,15.99,
642,279,2025-06-22,trial_start,,0.0,
643,279,2025-06-29,trial_churn,,0.0,
644,280,2026-06-13,trial_start,,0.0,
645,280,2026-06-20,trial_churn,,0.0,
646,281,2024-01-17,subscription_start,Standard,15.99,
647,281,2024-03-17,cancellation,Standard,-15.99,found_alternative
648,282,2026-01-22,subscription_start,Standard,15.99,
649,282,2026-03-23,cancellation,Standard,-15.99,content_dissatisfaction
650,283,2024-06-28,subscription_start,Basic,9.99,
651,283,2025-06-23,upgrade,Premium,21.99,
652,283,2026-02-18,cancellation,Premium,-21.99,technical_issues
653,284,2024-03-05,subscription_start,Family,27.99,
654,284,2024-11-30,cancellation,Family,-27.99,found_alternative
655,285,2024-11-19,trial_start,,0.0,
656,285,2024-11-26,subscription_start,Standard,15.99,
657,286,2024-02-07,subscription_start,Family,27.99,
658,286,2025-07-31,cancellation,Family,-27.99,price
659,287,2024-12-05,subscription_start,Standard,15.99,
660,287,2026-05-29,cancellation,Standard,-15.99,technical_issues
661,288,2025-01-30,trial_start,,0.0,
662,288,2025-02-06,trial_churn,,0.0,
663,289,2026-03-27,trial_start,,0.0,
664,289,2026-04-03,trial_churn,,0.0,
665,290,2025-09-08,trial_start,,0.0,
666,290,2025-09-15,subscription_start,Basic,9.99,
667,291,2024-10-29,subscription_start,Basic,9.99,
668,292,2024-12-25,trial_start,,0.0,
669,292,2025-01-01,subscription_start,Premium,21.99,
670,292,2025-04-01,cancellation,Premium,-21.99,technical_issues
671,293,2025-03-21,trial_start,,0.0,
672,293,2025-03-28,subscription_start,Basic,9.99,
673,294,2025-10-14,subscription_start,Standard,15.99,
674,295,2024-05-26,trial_start,,0.0,
675,295,2024-06-02,trial_churn,,0.0,
676,296,2026-03-08,trial_start,,0.0,
677,296,2026-03-15,subscription_start,Premium,21.99,
678,297,2024-06-06,trial_start,,0.0,
679,297,2024-06-13,subscription_start,Standard,15.99,
680,297,2024-10-11,upgrade,Premium,21.99,
681,298,2025-06-26,subscription_start,Basic,9.99,
682,299,2024-01-27,trial_start,,0.0,
683,299,2024-02-03,trial_churn,,0.0,
684,300,2026-03-04,trial_start,,0.0,
685,300,2026-03-11,subscription_start,Basic,9.99,
686,301,2025-05-17,trial_start,,0.0,
687,301,2025-05-24,subscription_start,Premium,21.99,
688,302,2025-12-31,subscription_start,Standard,15.99,
689,302,2026-01-30,upgrade,Premium,21.99,
690,303,2025-12-27,subscription_start,Basic,9.99,
691,304,2025-12-29,trial_start,,0.0,
692,304,2026-01-05,trial_churn,,0.0,
693,305,2024-07-24,trial_start,,0.0,
694,305,2024-07-31,subscription_start,Premium,21.99,
695,305,2025-02-26,cancellation,Premium,-21.99,not_using
696,306,2025-01-12,subscription_start,Standard,15.99,
697,306,2025-04-12,cancellation,Standard,-15.99,content_dissatisfaction
698,307,2024-03-08,trial_start,,0.0,
699,307,2024-03-15,subscription_start,Basic,9.99,
700,307,2026-01-04,cancellation,Basic,-9.99,price
701,308,2026-02-26,trial_start,,0.0,
702,308,2026-03-05,subscription_start,Premium,21.99,
703,309,2025-04-05,trial_start,,0.0,
704,309,2025-04-12,trial_churn,,0.0,
705,310,2024-07-05,subscription_start,Standard,15.99,
706,310,2024-10-03,cancellation,Standard,-15.99,price
707,311,2025-06-14,trial_start,,0.0,
708,311,2025-06-21,subscription_start,Standard,15.99,
709,311,2026-05-17,cancellation,Standard,-15.99,content_dissatisfaction
710,312,2025-06-15,trial_start,,0.0,
711,312,2025-06-22,trial_churn,,0.0,
712,313,2025-10-02,trial_start,,0.0,
713,313,2025-10-09,trial_churn,,0.0,
714,314,2025-08-17,trial_start,,0.0,
715,314,2025-08-24,subscription_start,Premium,21.99,
716,314,2025-12-22,cancellation,Premium,-21.99,price
717,315,2025-07-31,subscription_start,Standard,15.99,
718,315,2025-11-28,cancellation,Standard,-15.99,content_dissatisfaction
719,316,2026-02-28,trial_start,,0.0,
720,316,2026-03-07,subscription_start,Family,27.99,
721,317,2025-10-16,trial_start,,0.0,
722,317,2025-10-23,subscription_start,Basic,9.99,
723,317,2026-01-21,upgrade,Premium,21.99,
724,317,2026-05-21,cancellation,Premium,-21.99,content_dissatisfaction
725,318,2024-11-05,trial_start,,0.0,
726,318,2024-11-12,trial_churn,,0.0,
727,319,2024-03-15,trial_start,,0.0,
728,319,2024-03-22,subscription_start,Basic,9.99,
729,319,2024-11-17,cancellation,Basic,-9.99,content_dissatisfaction
730,319,2025-05-17,reactivation,Standard,15.99,
731,320,2025-09-13,subscription_start,Standard,15.99,
732,321,2024-05-13,trial_start,,0.0,
733,321,2024-05-20,subscription_start,Premium,21.99,
734,321,2024-08-18,downgrade,Standard,15.99,
735,321,2025-08-13,cancellation,Standard,-15.99,found_alternative
736,322,2024-09-30,subscription_start,Standard,15.99,
737,322,2025-04-28,cancellation,Standard,-15.99,price
738,323,2026-06-03,subscription_start,Standard,15.99,
739,324,2025-08-14,trial_start,,0.0,
740,324,2025-08-21,subscription_start,Premium,21.99,
741,324,2025-09-20,downgrade,Standard,15.99,
742,325,2026-06-19,trial_start,,0.0,
743,325,2026-06-26,subscription_start,Standard,15.99,
744,326,2024-09-03,trial_start,,0.0,
745,326,2024-09-10,subscription_start,Standard,15.99,
746,326,2025-04-08,upgrade,Premium,21.99,
747,326,2026-01-03,downgrade,Basic,9.99,
748,326,2026-05-03,cancellation,Basic,-9.99,found_alternative
749,327,2026-06-22,subscription_start,Basic,9.99,
750,328,2025-03-17,trial_start,,0.0,
751,328,2025-03-24,subscription_start,Standard,15.99,
752,329,2025-02-14,trial_start,,0.0,
753,329,2025-02-21,subscription_start,Basic,9.99,
754,329,2026-03-18,cancellation,Basic,-9.99,price
755,330,2025-01-30,subscription_start,Standard,15.99,
756,330,2025-03-31,upgrade,Premium,21.99,
757,330,2025-08-28,cancellation,Premium,-21.99,technical_issues
758,331,2024-05-01,trial_start,,0.0,
759,331,2024-05-08,subscription_start,Basic,9.99,
760,331,2024-11-04,upgrade,Standard,15.99,
761,331,2025-07-02,upgrade,Premium,21.99,
762,332,2025-01-09,trial_start,,0.0,
763,332,2025-01-16,trial_churn,,0.0,
764,333,2024-02-09,trial_start,,0.0,
765,333,2024-02-16,subscription_start,Standard,15.99,
766,333,2024-07-15,cancellation,Standard,-15.99,found_alternative
767,334,2025-09-12,trial_start,,0.0,
768,334,2025-09-19,trial_churn,,0.0,
769,335,2025-09-23,trial_start,,0.0,
3212,335,2025-09-23,trial_start,,0.0,
770,335,2025-09-30,trial_churn,,0.0,
771,336,2025-12-26,trial_start,,0.0,
772,336,2026-01-02,subscription_start,Premium,21.99,
773,337,2024-04-22,trial_start,,0.0,
774,337,2024-04-29,subscription_start,Basic,9.99,
775,337,2025-10-21,cancellation,Basic,-9.99,price
776,338,2024-09-28,trial_start,,0.0,
777,338,2024-10-05,trial_churn,,0.0,
778,339,2024-02-22,subscription_start,Premium,21.99,
779,339,2026-04-12,downgrade,Standard,15.99,
780,340,2025-01-24,subscription_start,Standard,15.99,
781,340,2025-05-24,upgrade,Premium,21.99,
782,340,2026-05-19,cancellation,Premium,-21.99,content_dissatisfaction
783,341,2024-04-22,trial_start,,0.0,
784,341,2024-04-29,subscription_start,Premium,21.99,
785,341,2024-06-28,cancellation,Premium,-21.99,content_dissatisfaction
786,342,2024-07-27,subscription_start,Basic,9.99,
787,342,2025-09-20,upgrade,Standard,15.99,
788,343,2026-01-23,trial_start,,0.0,
789,343,2026-01-30,trial_churn,,0.0,
790,344,2025-11-09,trial_start,,0.0,
791,344,2025-11-16,subscription_start,Family,27.99,
792,345,2025-06-29,trial_start,,0.0,
793,345,2025-07-06,subscription_start,Premium,21.99,
794,346,2024-07-15,subscription_start,Standard,15.99,
795,347,2025-12-22,trial_start,,0.0,
796,347,2025-12-29,subscription_start,Basic,9.99,
797,348,2026-03-25,trial_start,,0.0,
798,348,2026-04-01,subscription_start,Basic,9.99,
799,349,2025-02-08,trial_start,,0.0,
800,349,2025-02-15,subscription_start,Premium,21.99,
801,349,2026-03-12,cancellation,Premium,-21.99,not_using
802,349,2026-04-29,reactivation,Standard,15.99,
803,350,2026-01-01,subscription_start,Standard,15.99,
804,351,2024-08-07,subscription_start,Standard,15.99,
805,352,2024-05-20,trial_start,,0.0,
806,352,2024-05-27,subscription_start,Basic,9.99,
807,352,2024-07-26,cancellation,Basic,-9.99,technical_issues
808,353,2025-06-27,trial_start,,0.0,
809,353,2025-07-04,trial_churn,,0.0,
810,354,2025-04-28,subscription_start,Standard,15.99,
811,354,2026-05-23,cancellation,Standard,-15.99,price
812,355,2024-06-10,trial_start,,0.0,
813,355,2024-06-17,subscription_start,Basic,9.99,
814,355,2024-10-15,cancellation,Basic,-9.99,not_using
815,356,2024-07-23,subscription_start,Family,27.99,
816,356,2025-05-19,cancellation,Family,-27.99,technical_issues
817,357,2024-08-25,subscription_start,Standard,15.99,
818,358,2024-06-28,subscription_start,Standard,15.99,
819,358,2024-07-28,cancellation,Standard,-15.99,content_dissatisfaction
820,359,2025-02-10,subscription_start,Basic,9.99,
821,359,2025-05-11,cancellation,Basic,-9.99,price
822,360,2024-01-10,trial_start,,0.0,
823,360,2024-01-17,subscription_start,Standard,15.99,
824,360,2025-04-11,downgrade,Basic,9.99,
825,360,2025-05-11,upgrade,Standard,15.99,
826,360,2025-07-10,cancellation,Standard,-15.99,found_alternative
827,360,2025-11-19,reactivation,Premium,21.99,
828,361,2025-10-18,subscription_start,Premium,21.99,
829,361,2026-01-16,downgrade,Basic,9.99,
830,362,2025-04-24,subscription_start,Premium,21.99,
831,362,2026-06-18,downgrade,Standard,15.99,
832,363,2025-10-25,subscription_start,Standard,15.99,
833,364,2025-08-04,subscription_start,Standard,15.99,
834,364,2025-12-02,cancellation,Standard,-15.99,content_dissatisfaction
835,365,2025-06-11,subscription_start,Standard,15.99,
836,365,2026-03-08,cancellation,Standard,-15.99,not_using
837,366,2025-05-03,trial_start,,0.0,
838,366,2025-05-10,subscription_start,Basic,9.99,
839,366,2025-07-09,cancellation,Basic,-9.99,price
840,366,2025-10-30,reactivation,Premium,21.99,
841,366,2026-03-29,cancellation,Premium,-21.99,price
842,367,2026-02-10,trial_start,,0.0,
843,367,2026-02-17,trial_churn,,0.0,
844,368,2025-10-31,trial_start,,0.0,
845,368,2025-11-07,trial_churn,,0.0,
846,369,2024-06-12,subscription_start,Premium,21.99,
847,369,2025-10-05,cancellation,Premium,-21.99,price
848,370,2025-10-16,trial_start,,0.0,
849,370,2025-10-23,subscription_start,Family,27.99,
850,371,2025-04-10,subscription_start,Standard,15.99,
851,372,2026-04-01,subscription_start,Basic,9.99,
852,372,2026-05-31,upgrade,Standard,15.99,
853,373,2024-03-24,subscription_start,Standard,15.99,
854,373,2024-12-19,upgrade,Family,27.99,
855,373,2025-03-19,downgrade,Premium,21.99,
856,373,2025-12-14,downgrade,Basic,9.99,
857,373,2026-05-13,upgrade,Family,27.99,
858,374,2024-04-24,trial_start,,0.0,
859,374,2024-05-01,trial_churn,,0.0,
860,375,2024-06-02,subscription_start,Premium,21.99,
861,375,2024-11-29,downgrade,Standard,15.99,
862,376,2026-01-04,subscription_start,Basic,9.99,
863,376,2026-03-05,upgrade,Family,27.99,
864,377,2025-04-09,trial_start,,0.0,
865,377,2025-04-16,subscription_start,Standard,15.99,
866,377,2025-05-16,cancellation,Standard,-15.99,technical_issues
867,378,2025-11-19,subscription_start,Standard,15.99,
868,379,2025-08-15,trial_start,,0.0,
869,379,2025-08-22,subscription_start,Standard,15.99,
870,379,2025-09-21,downgrade,Basic,9.99,
871,379,2025-10-21,upgrade,Premium,21.99,
872,379,2025-12-20,downgrade,Standard,15.99,
873,380,2024-03-02,trial_start,,0.0,
874,380,2024-03-09,trial_churn,,0.0,
875,381,2026-02-26,trial_start,,0.0,
876,381,2026-03-05,subscription_start,Standard,15.99,
877,381,2026-04-04,downgrade,Basic,9.99,
878,382,2025-01-26,trial_start,,0.0,
879,382,2025-02-02,trial_churn,,0.0,
880,383,2025-11-08,trial_start,,0.0,
881,383,2025-11-15,subscription_start,Premium,21.99,
882,383,2026-02-13,cancellation,Premium,-21.99,price
883,384,2025-07-04,subscription_start,Basic,9.99,
884,385,2026-02-13,trial_start,,0.0,
885,385,2026-02-20,subscription_start,Family,27.99,
886,385,2026-06-20,cancellation,Family,-27.99,technical_issues
887,386,2025-01-23,trial_start,,0.0,
888,386,2025-01-30,subscription_start,Basic,9.99,
889,387,2026-06-15,subscription_start,Standard,15.99,
890,388,2026-06-23,trial_start,,0.0,
891,388,2026-06-30,trial_churn,,0.0,
892,389,2025-09-04,trial_start,,0.0,
893,389,2025-09-11,trial_churn,,0.0,
894,390,2024-08-10,subscription_start,Basic,9.99,
895,390,2026-06-01,cancellation,Basic,-9.99,content_dissatisfaction
896,391,2026-01-19,trial_start,,0.0,
897,391,2026-01-26,trial_churn,,0.0,
898,392,2026-06-16,trial_start,,0.0,
899,392,2026-06-23,subscription_start,Basic,9.99,
900,393,2024-03-03,trial_start,,0.0,
901,393,2024-03-10,subscription_start,Basic,9.99,
902,393,2026-01-29,cancellation,Basic,-9.99,moved_competitor
903,394,2025-03-13,subscription_start,Premium,21.99,
904,394,2025-04-12,cancellation,Premium,-21.99,price
905,394,2025-07-19,reactivation,Premium,21.99,
906,394,2026-05-15,cancellation,Premium,-21.99,price
907,395,2024-11-22,subscription_start,Basic,9.99,
908,395,2025-05-21,cancellation,Basic,-9.99,price
909,396,2025-04-29,subscription_start,Basic,9.99,
910,396,2026-01-24,upgrade,Premium,21.99,
911,397,2024-02-29,trial_start,,0.0,
912,397,2024-03-07,subscription_start,Premium,21.99,
913,397,2024-05-06,downgrade,Standard,15.99,
914,397,2025-04-01,cancellation,Standard,-15.99,content_dissatisfaction
915,398,2024-09-05,subscription_start,Premium,21.99,
916,398,2025-12-29,downgrade,Standard,15.99,
917,398,2026-05-28,cancellation,Standard,-15.99,content_dissatisfaction
918,399,2024-04-04,trial_start,,0.0,
919,399,2024-04-11,trial_churn,,0.0,
920,400,2025-09-11,subscription_start,Premium,21.99,
921,401,2025-07-26,trial_start,,0.0,
922,401,2025-08-02,subscription_start,Premium,21.99,
923,402,2024-01-16,subscription_start,Basic,9.99,
924,402,2024-04-15,cancellation,Basic,-9.99,found_alternative
925,403,2026-02-11,trial_start,,0.0,
926,403,2026-02-18,subscription_start,Basic,9.99,
927,404,2024-09-02,trial_start,,0.0,
928,404,2024-09-09,trial_churn,,0.0,
929,405,2025-01-02,trial_start,,0.0,
930,405,2025-01-09,trial_churn,,0.0,
931,406,2026-04-02,trial_start,,0.0,
932,406,2026-04-09,subscription_start,Standard,15.99,
933,407,2025-02-27,trial_start,,0.0,
934,407,2025-03-06,trial_churn,,0.0,
935,408,2025-07-20,trial_start,,0.0,
936,408,2025-07-27,subscription_start,Standard,15.99,
937,409,2024-08-23,subscription_start,Premium,21.99,
938,409,2024-09-22,downgrade,Standard,15.99,
939,410,2025-12-02,trial_start,,0.0,
940,410,2025-12-09,trial_churn,,0.0,
941,411,2026-01-20,trial_start,,0.0,
942,411,2026-01-27,subscription_start,Basic,9.99,
943,412,2026-06-29,trial_start,,0.0,
944,412,2026-07-06,subscription_start,Standard,15.99,
945,413,2026-05-17,trial_start,,0.0,
946,413,2026-05-24,trial_churn,,0.0,
947,414,2026-05-12,trial_start,,0.0,
948,414,2026-05-19,trial_churn,,0.0,
949,415,2025-04-11,subscription_start,Basic,9.99,
950,415,2026-03-07,cancellation,Basic,-9.99,price
951,415,2026-05-27,reactivation,Standard,15.99,
952,416,2025-11-06,trial_start,,0.0,
953,416,2025-11-13,trial_churn,,0.0,
954,417,2025-06-26,subscription_start,Standard,15.99,
955,417,2025-09-24,upgrade,Premium,21.99,
956,417,2025-09-24,cancellation,Premium,-21.99,technical_issues
957,418,2025-11-21,subscription_start,Family,27.99,
958,419,2025-06-20,subscription_start,Premium,21.99,
959,420,2024-09-30,trial_start,,0.0,
960,420,2024-10-07,trial_churn,,0.0,
961,421,2025-12-14,subscription_start,Basic,9.99,
962,422,2026-05-28,trial_start,,0.0,
963,422,2026-06-04,subscription_start,Basic,9.99,
964,423,2025-05-02,trial_start,,0.0,
965,423,2025-05-09,trial_churn,,0.0,
966,424,2025-03-20,subscription_start,Basic,9.99,
967,424,2025-04-19,cancellation,Basic,-9.99,found_alternative
968,425,2024-02-13,trial_start,,0.0,
969,425,2024-02-20,subscription_start,Premium,21.99,
970,425,2026-01-10,cancellation,Premium,-21.99,price
971,426,2024-02-17,trial_start,,0.0,
972,426,2024-02-24,trial_churn,,0.0,
973,427,2024-02-03,trial_start,,0.0,
974,427,2024-02-10,subscription_start,Basic,9.99,
975,427,2024-04-10,cancellation,Basic,-9.99,price
976,428,2026-02-09,trial_start,,0.0,
977,428,2026-02-16,subscription_start,Premium,21.99,
978,429,2026-05-04,subscription_start,Standard,15.99,
979,430,2024-05-23,trial_start,,0.0,
980,430,2024-05-30,trial_churn,,0.0,
981,431,2024-08-25,trial_start,,0.0,
982,431,2024-09-01,trial_churn,,0.0,
983,432,2026-03-03,trial_start,,0.0,
984,432,2026-03-10,trial_churn,,0.0,
985,433,2024-12-30,subscription_start,Premium,21.99,
986,433,2025-11-25,cancellation,Premium,-21.99,not_using
987,434,2024-03-28,trial_start,,0.0,
988,434,2024-04-04,trial_churn,,0.0,
989,435,2024-06-06,trial_start,,0.0,
990,435,2024-06-13,trial_churn,,0.0,
991,436,2024-04-19,subscription_start,Basic,9.99,
992,436,2026-06-08,upgrade,Premium,21.99,
993,437,2024-04-14,trial_start,,0.0,
994,437,2024-04-21,trial_churn,,0.0,
995,438,2025-02-21,trial_start,,0.0,
996,438,2025-02-28,subscription_start,Standard,15.99,
997,438,2025-10-26,cancellation,Standard,-15.99,not_using
998,439,2026-03-14,trial_start,,0.0,
999,439,2026-03-21,subscription_start,Standard,15.99,
1000,439,2026-06-19,cancellation,Standard,-15.99,not_using
1001,440,2024-03-27,trial_start,,0.0,
1002,440,2024-04-03,subscription_start,Premium,21.99,
1003,440,2025-08-26,cancellation,Premium,-21.99,not_using
1004,441,2025-12-02,trial_start,,0.0,
1005,441,2025-12-09,trial_churn,,0.0,
1006,442,2024-03-05,subscription_start,Family,27.99,
1007,442,2025-06-28,downgrade,Standard,15.99,
1008,442,2026-06-23,upgrade,Family,27.99,
1009,443,2025-01-04,trial_start,,0.0,
1010,443,2025-01-11,subscription_start,Family,27.99,
1011,444,2024-07-19,trial_start,,0.0,
1012,444,2024-07-26,trial_churn,,0.0,
1013,445,2025-09-27,trial_start,,0.0,
1014,445,2025-10-04,subscription_start,Standard,15.99,
1015,446,2026-04-23,trial_start,,0.0,
1016,446,2026-04-30,subscription_start,Family,27.99,
1017,447,2025-12-12,subscription_start,Standard,15.99,
1018,448,2024-10-25,trial_start,,0.0,
1019,448,2024-11-01,trial_churn,,0.0,
1020,449,2024-10-14,trial_start,,0.0,
1021,449,2024-10-21,trial_churn,,0.0,
1022,450,2025-07-12,subscription_start,Standard,15.99,
1023,450,2025-10-10,downgrade,Basic,9.99,
1024,450,2025-11-09,cancellation,Basic,-9.99,not_using
1025,451,2024-08-02,subscription_start,Premium,21.99,
1026,451,2025-02-28,downgrade,Standard,15.99,
1027,451,2026-02-23,cancellation,Standard,-15.99,found_alternative
1028,452,2026-03-25,trial_start,,0.0,
1029,452,2026-04-01,subscription_start,Standard,15.99,
1030,452,2026-05-31,downgrade,Basic,9.99,
1031,453,2025-11-05,trial_start,,0.0,
1032,453,2025-11-12,subscription_start,Standard,15.99,
1033,454,2025-09-04,trial_start,,0.0,
1034,454,2025-09-11,trial_churn,,0.0,
1035,455,2026-03-20,trial_start,,0.0,
1036,455,2026-03-27,trial_churn,,0.0,
1037,456,2024-03-28,trial_start,,0.0,
1038,456,2024-04-04,subscription_start,Standard,15.99,
1039,456,2024-10-31,cancellation,Standard,-15.99,found_alternative
1040,457,2025-09-19,subscription_start,Premium,21.99,
1041,458,2024-12-05,trial_start,,0.0,
1042,458,2024-12-12,subscription_start,Premium,21.99,
1043,459,2025-06-15,trial_start,,0.0,
1044,459,2025-06-22,subscription_start,Family,27.99,
1045,460,2025-04-19,trial_start,,0.0,
1046,460,2025-04-26,trial_churn,,0.0,
1047,461,2024-10-29,trial_start,,0.0,
1048,461,2024-11-05,subscription_start,Premium,21.99,
1049,461,2025-02-03,cancellation,Premium,-21.99,content_dissatisfaction
1050,462,2024-12-17,trial_start,,0.0,
1051,462,2024-12-24,trial_churn,,0.0,
1052,463,2025-03-24,trial_start,,0.0,
1053,463,2025-03-31,trial_churn,,0.0,
1054,464,2024-12-17,trial_start,,0.0,
1055,464,2024-12-24,subscription_start,Basic,9.99,
1056,464,2025-07-22,cancellation,Basic,-9.99,not_using
1057,465,2025-07-19,trial_start,,0.0,
1058,465,2025-07-26,subscription_start,Standard,15.99,
1059,465,2026-02-21,cancellation,Standard,-15.99,moved_competitor
1060,466,2025-02-18,trial_start,,0.0,
3221,466,2025-02-18,trial_start,,0.0,
1061,466,2025-02-25,trial_churn,,0.0,
1062,467,2026-01-25,trial_start,,0.0,
1063,467,2026-02-01,trial_churn,,0.0,
1064,468,2025-12-22,trial_start,,0.0,
1065,468,2025-12-29,trial_churn,,0.0,
1066,469,2026-03-29,trial_start,,0.0,
1067,469,2026-04-05,subscription_start,Family,27.99,
1068,469,2026-05-05,downgrade,Standard,15.99,
1069,470,2025-11-17,trial_start,,0.0,
1070,470,2025-11-24,subscription_start,Standard,15.99,
1071,471,2025-02-05,trial_start,,0.0,
1072,471,2025-02-12,trial_churn,,0.0,
1073,472,2026-04-13,trial_start,,0.0,
1074,472,2026-04-20,subscription_start,Basic,9.99,
1075,473,2024-09-01,trial_start,,0.0,
1076,473,2024-09-08,subscription_start,Basic,9.99,
1077,473,2026-05-01,upgrade,Standard,15.99,
1078,473,2026-05-01,cancellation,Standard,-15.99,price
1079,474,2025-03-04,trial_start,,0.0,
1080,474,2025-03-11,trial_churn,,0.0,
1081,475,2025-07-04,trial_start,,0.0,
1082,475,2025-07-11,subscription_start,Basic,9.99,
1083,475,2026-04-07,upgrade,Standard,15.99,
1084,476,2024-05-23,subscription_start,Family,27.99,
1085,476,2024-11-19,downgrade,Standard,15.99,
1086,476,2024-12-19,cancellation,Standard,-15.99,price
1087,477,2024-01-10,trial_start,,0.0,
1088,477,2024-01-17,subscription_start,Basic,9.99,
1089,477,2024-02-16,cancellation,Basic,-9.99,price
1090,478,2025-05-21,trial_start,,0.0,
1091,478,2025-05-28,subscription_start,Basic,9.99,
1092,479,2024-03-25,trial_start,,0.0,
1093,479,2024-04-01,subscription_start,Premium,21.99,
1094,480,2024-08-18,subscription_start,Basic,9.99,
1095,481,2026-02-23,trial_start,,0.0,
1096,481,2026-03-02,trial_churn,,0.0,
1097,482,2025-07-10,trial_start,,0.0,
1098,482,2025-07-17,trial_churn,,0.0,
1099,483,2025-03-11,trial_start,,0.0,
1100,483,2025-03-18,trial_churn,,0.0,
1101,484,2024-02-03,trial_start,,0.0,
1102,484,2024-02-10,subscription_start,Basic,9.99,
1103,484,2024-09-07,cancellation,Basic,-9.99,price
1104,485,2024-04-30,subscription_start,Premium,21.99,
1105,485,2024-06-29,downgrade,Standard,15.99,
1106,485,2024-09-27,cancellation,Standard,-15.99,content_dissatisfaction
1107,486,2025-09-16,subscription_start,Basic,9.99,
1108,486,2025-11-15,cancellation,Basic,-9.99,price
